schedtime,carrier,deptime,dest,distance,date,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,delaytimeweathergood,delaytimeweatherbad
600,DH,857,EWR,213,1/4/2004,7299,IAD,0,7,4,N640BR,ontime,,210,210,1130,,,14.58,164.03
600,DH,1917,EWR,213,1/4/2004,7302,IAD,0,7,4,N697BR,delayed,-4,75,75,715,704,-11,14.565,163.9401
600,DH,1310,EWR,213,1/4/2004,7303,IAD,0,7,4,N638BR,delayed,68,192,192,912,1002,50,14.5776,164.0301
600,DH,2221,EWR,213,1/4/2004,7304,IAD,0,7,4,N697BR,delayed,-5,80,80,720,710,-10,14.6,164.08
600,DH,1600,EWR,213,1/4/2004,7307,IAD,0,7,4,N328UE,delayed,-2,175,175,855,846,-9,14.608,164.05
600,RU,1952,EWR,199,1/4/2004,2097,DCA,0,7,4,N12136,delayed,-3,160,160,1040,1047,7,14.595,163.96
600,RU,927,EWR,199,1/4/2004,2582,DCA,0,7,4,N13992,ontime,-4,225,225,1145,1142,-3,14.62,163.92
600,RU,858,EWR,213,1/4/2004,3276,IAD,0,7,4,N15985,ontime,-6,170,170,750,730,-20,14.62,163.9
600,RU,2110,EWR,213,1/4/2004,2385,IAD,0,7,4,N24128,delayed,11,210,210,1130,1201,31,14.63,163.95
600,RU,1356,EWR,199,1/4/2004,2216,DCA,0,7,4,N16987,delayed,-5,109,109,849,836,-13,14.6295,163.95
600,RU,2120,EWR,199,1/4/2004,2336,DCA,0,7,4,N12569,delayed,-3,245,245,1205,1139,-26,14.6499,164.0101
600,RU,1557,EWR,213,1/4/2004,2156,IAD,0,7,4,N18101,delayed,-6,120,120,800,805,5,14.6516,164.01
600,OH,1610,JFK,184,1/5/2004,5935,BWI,0,1,5,N814CA,delayed,10,65,65,705,735,30,14.675,163.99
600,DH,1638,JFK,213,1/5/2004,6155,DCA,0,1,5,N424FJ,delayed,-3,234,234,854,841,-13,14.6891,164.03
600,DH,1338,LGA,229,1/5/2004,7208,IAD,0,1,5,N674BR,delayed,-16,73,73,713,704,-9,14.715,164.0201
600,DH,1606,LGA,229,1/5/2004,7211,IAD,0,1,5,N643BR,delayed,-10,123,123,803,754,-9,14.7199,164.06
600,DH,1848,LGA,229,1/5/2004,7215,IAD,0,1,5,N649BR,delayed,-5,119,119,759,743,-16,14.7,164.05
600,DH,633,LGA,229,1/5/2004,7790,IAD,0,1,5,N643BR,delayed,-5,102,102,742,729,-13,14.695,164.01
600,DH,1054,LGA,229,1/5/2004,7792,IAD,0,1,5,N643BR,ontime,-5,170,170,850,841,-9,14.6701,163.9501
600,DH,946,JFK,228,1/5/2004,7800,IAD,0,1,5,N651BR,delayed,-5,175,175,755,743,-12,14.6502,163.9
600,DH,1312,JFK,228,1/5/2004,7806,IAD,0,1,5,N305UE,delayed,-11,190,190,810,736,-34,14.67,163.88
600,DH,1700,JFK,228,1/5/2004,7810,IAD,0,1,5,N331UE,ontime,-2,75,75,715,718,3,14.64,163.8
600,DH,1709,JFK,228,1/5/2004,7812,IAD,0,1,5,N332UE,ontime,-3,161,161,841,839,-2,14.6599,163.819
600,DH,2200,JFK,228,1/5/2004,7814,IAD,0,1,5,N683BR,delayed,-1,154,154,834,843,9,14.635,163.81
600,DH,1651,JFK,228,1/5/2004,7816,IAD,0,1,5,N303UE,delayed,-6,178,178,858,836,-22,14.645,163.81
600,DH,2125,LGA,229,1/5/2004,7924,IAD,0,1,5,N699BR,ontime,-7,151,151,831,826,-5,14.645,163.89
600,DL,1459,JFK,213,1/5/2004,746,DCA,0,1,5,N994DL,ontime,-1,161,161,841,843,2,14.655,163.93
600,DL,630,LGA,214,1/5/2004,1740,DCA,0,1,5,N221DL,ontime,-8,80,80,720,710,-10,14.665,163.85
600,DL,734,LGA,214,1/5/2004,1742,DCA,0,1,5,N241DL,ontime,0,183,183,903,857,-6,14.665,163.83
600,DL,830,LGA,214,1/5/2004,1744,DCA,0,1,5,N242DL,ontime,-3,171,171,851,832,-19,14.64,163.7701
600,DL,932,LGA,214,1/5/2004,1746,DCA,0,1,5,N225DL,ontime,-4,180,180,900,839,-21,14.635,163.83
600,DL,1031,LGA,214,1/5/2004,1748,DCA,0,1,5,N223DZ,ontime,-6,181,181,901,900,-1,14.635,163.85
600,DL,1128,LGA,214,1/5/2004,1750,DCA,0,1,5,N241DL,ontime,-3,241,241,901,856,-5,14.64,163.84
600,DL,1230,LGA,214,1/5/2004,1752,DCA,0,1,5,N242DL,ontime,-10,168,168,948,930,-18,14.63,163.81
600,DL,1329,LGA,214,1/5/2004,1754,DCA,0,1,5,N225DL,ontime,-1,203,203,1023,1013,-10,14.625,163.7701
600,DL,1427,LGA,214,1/5/2004,1756,DCA,0,1,5,N223DZ,ontime,1,232,232,852,907,15,14.61,163.7501
600,DL,1635,LGA,214,1/5/2004,1760,DCA,0,1,5,N242DL,ontime,-6,173,173,853,841,-12,14.59,163.65
600,DL,1730,LGA,214,1/5/2004,1762,DCA,0,1,5,N225DL,ontime,0,128,128,808,816,8,14.6,163.59
600,DL,1829,LGA,214,1/5/2004,1764,DCA,0,1,5,N223DZ,ontime,-3,84,84,724,725,1,14.585,163.67
600,DL,1955,LGA,214,1/5/2004,1766,DCA,0,1,5,N241DL,delayed,5,163,163,843,824,-19,14.57,163.5766
600,DL,2028,LGA,214,1/5/2004,1768,DCA,0,1,5,N242DL,ontime,4,118,118,758,757,-1,14.6,163.59
600,MQ,1538,JFK,213,1/5/2004,4752,DCA,0,1,5,N704MQ,ontime,0,100,100,840,858,18,14.595,163.64
600,MQ,557,JFK,213,1/5/2004,4760,DCA,0,1,5,N707MQ,ontime,-4,80,80,720,712,-8,14.5602,163.6001
600,MQ,656,LGA,214,1/5/2004,4952,DCA,0,1,5,N712MQ,ontime,0,210,210,830,832,2,14.54,163.61
600,MQ,758,LGA,214,1/5/2004,4954,DCA,0,1,5,N724MQ,ontime,1,159,159,839,807,-32,14.565,163.64
600,MQ,859,LGA,214,1/5/2004,4956,DCA,0,1,5,N719MQ,ontime,2,127,127,907,846,-21,14.609,163.7201
600,MQ,1103,LGA,214,1/5/2004,4960,DCA,0,1,5,N706MQ,ontime,-3,317,317,1417,1337,-40,14.59,163.775
600,MQ,1250,LGA,214,1/5/2004,4964,DCA,0,1,5,N716MQ,ontime,1,143,143,923,851,-32,14.58,163.6847
600,MQ,1627,LGA,214,1/5/2004,4970,DCA,0,1,5,N700MQ,delayed,124,207,207,1127,1314,107,14.57,163.7101
600,MQ,1702,LGA,214,1/5/2004,4972,DCA,0,1,5,N724MQ,ontime,-6,69,69,809,749,-20,14.565,163.72
600,MQ,1949,LGA,214,1/5/2004,4976,DCA,0,1,5,N846MQ,delayed,-6,304,304,904,854,-10,14.58,163.76
600,UA,848,LGA,229,1/5/2004,846,IAD,0,1,5,N516UA,ontime,,180,180,1100,,,14.58,163.81
600,US,627,LGA,214,1/5/2004,1479,DCA,0,1,5,N765UW,delayed,5,157,157,837,836,-1,14.575,163.83
600,US,657,LGA,214,1/5/2004,2160,DCA,0,1,5,N762UW,ontime,-6,113,113,753,725,-28,14.575,163.87
600,US,757,LGA,214,1/5/2004,2162,DCA,0,1,5,N750UW,ontime,-1,250,250,1310,1250,-20,14.58,163.8101
600,US,900,LGA,214,1/5/2004,2164,DCA,0,1,5,N733UW,ontime,-2,191,191,911,849,-22,14.58,163.85
600,US,958,LGA,214,1/5/2004,2166,DCA,0,1,5,N767UW,ontime,-1,233,233,1253,1231,-22,14.59,163.82
600,US,1057,LGA,214,1/5/2004,2168,DCA,0,1,5,N762UW,ontime,-10,124,124,904,901,-3,14.595,163.9
600,US,1155,LGA,214,1/5/2004,2170,DCA,0,1,5,N750UW,ontime,-10,209,209,829,822,-7,14.605,163.9
600,US,1257,LGA,214,1/5/2004,2172,DCA,0,1,5,N733UW,ontime,17,82,82,822,816,-6,14.595,163.8335
600,US,1358,LGA,214,1/5/2004,2174,DCA,0,1,5,N767UW,ontime,-5,118,118,858,834,-24,14.59,163.8
600,US,1500,LGA,214,1/5/2004,2176,DCA,0,1,5,N762UW,ontime,-9,102,102,742,723,-19,14.6,163.87
600,US,1601,LGA,214,1/5/2004,2178,DCA,0,1,5,N750UW,ontime,-6,99,99,739,718,-21,14.615,163.92
600,US,1657,LGA,214,1/5/2004,2180,DCA,0,1,5,N733UW,ontime,-3,145,145,825,827,2,14.61,163.8001
600,US,1757,LGA,214,1/5/2004,2182,DCA,0,1,5,N767UW,ontime,10,163,163,843,900,17,14.6,163.8
600,US,1857,LGA,214,1/5/2004,2184,DCA,0,1,5,N762UW,ontime,27,242,242,902,1001,59,14.59,163.77
600,US,1959,LGA,214,1/5/2004,2186,DCA,0,1,5,N750UW,ontime,-8,107,107,747,724,-23,14.58,163.72
600,US,2100,LGA,214,1/5/2004,2188,DCA,0,1,5,N733UW,ontime,-1,155,155,735,745,10,14.5991,163.69
600,RU,744,EWR,169,1/5/2004,2703,BWI,0,1,5,N14923,delayed,-5,173,173,753,749,-4,14.585,163.6301
600,RU,1527,EWR,169,1/5/2004,2403,BWI,0,1,5,N12946,delayed,86,126,126,806,931,85,14.57,163.6899
600,RU,1221,EWR,169,1/5/2004,2303,BWI,0,1,5,N16951,delayed,-8,158,158,938,918,-20,14.575,163.72
600,CO,1324,EWR,199,1/5/2004,808,DCA,0,1,5,N14628,delayed,-1,123,123,703,721,18,14.59,163.75
600,CO,757,EWR,199,1/5/2004,806,DCA,0,1,5,N14654,ontime,-7,85,85,725,723,-2,14.5901,163.76
600,CO,1846,EWR,199,1/5/2004,814,DCA,0,1,5,N14341,delayed,-4,63,63,703,653,-10,14.585,163.67
600,DH,844,EWR,213,1/5/2004,7299,IAD,0,1,5,N622BR,ontime,-8,113,113,753,733,-20,14.59,163.75
600,DH,1920,EWR,213,1/5/2004,7302,IAD,0,1,5,N697BR,delayed,-1,79,79,819,809,-10,14.585,163.6201
600,DH,1357,EWR,213,1/5/2004,7303,IAD,0,1,5,N664BR,delayed,-8,92,92,732,729,-3,14.5904,163.6301
600,DH,2312,EWR,213,1/5/2004,7304,IAD,0,1,5,N667BR,delayed,3,123,123,803,803,0,14.61,163.73
600,DH,1536,EWR,213,1/5/2004,7307,IAD,0,1,5,N320UE,delayed,-4,134,134,814,755,-19,14.605,163.68
600,DH,624,EWR,213,1/5/2004,7371,IAD,0,1,5,N330UE,ontime,16,92,92,632,651,19,14.6099,163.67
600,RU,700,EWR,199,1/5/2004,2761,DCA,0,1,5,N18556,ontime,0,63,63,703,703,0,14.6,163.6701
600,RU,1056,EWR,199,1/5/2004,2582,DCA,0,1,5,N14952,delayed,-4,90,90,630,619,-11,14.61,163.78
600,RU,1321,EWR,213,1/5/2004,2692,IAD,0,1,5,N16511,delayed,-10,76,76,716,713,-3,14.62,163.743
600,RU,2105,EWR,199,1/5/2004,2879,DCA,0,1,5,N12126,ontime,,120,120,800,,,14.6267,163.71
600,RU,655,EWR,213,1/5/2004,2855,IAD,0,1,5,N14570,ontime,,180,180,1000,,,14.62,163.74
600,RU,1454,EWR,199,1/5/2004,2216,DCA,0,1,5,N13979,delayed,-4,175,175,855,833,-22,14.625,163.82
600,RU,2104,EWR,199,1/5/2004,2336,DCA,0,1,5,N14940,delayed,-8,260,260,820,814,-6,14.665,164.04
600,RU,1602,EWR,213,1/5/2004,2156,IAD,0,1,5,N27152,delayed,5,153,153,933,933,0,14.6609,164.01
600,RU,855,EWR,213,1/5/2004,3276,IAD,0,1,5,N14991,ontime,-8,225,225,1145,1146,1,14.6707,164.03
600,RU,1617,EWR,199,1/5/2004,2261,DCA,0,1,5,N15948,delayed,-3,139,139,819,808,-11,14.6791,164.06
600,OH,1455,JFK,184,1/6/2004,5935,BWI,0,2,6,N805CA,ontime,19,110,110,750,814,24,14.675,164.08
600,DH,1240,LGA,229,1/6/2004,7208,IAD,0,2,6,N307UE,ontime,-7,50,50,650,646,-4,14.665,164
600,DH,1451,LGA,229,1/6/2004,7211,IAD,0,2,6,N676BR,ontime,,70,70,710,,,14.65,164.01
600,DH,1752,LGA,229,1/6/2004,7215,IAD,0,2,6,N662BR,ontime,,80,80,720,,,14.67,164.05
600,DH,635,LGA,229,1/6/2004,7790,IAD,0,2,6,N676BR,ontime,,60,60,700,,,14.67,163.95
600,DH,1034,LGA,229,1/6/2004,7792,IAD,0,2,6,N676BR,ontime,,70,70,710,,,14.6702,163.99
600,DH,855,JFK,228,1/6/2004,7800,IAD,0,2,6,N674BR,ontime,,78,78,718,,,14.67,164.04
600,DH,1237,JFK,228,1/6/2004,7806,IAD,0,2,6,N316UE,ontime,,80,80,720,,,14.675,164.02
600,DH,1453,JFK,228,1/6/2004,7808,IAD,0,2,6,N315UE,ontime,,140,140,820,,,14.695,164.16
600,DH,1641,JFK,228,1/6/2004,7810,IAD,0,2,6,N308UE,ontime,,145,145,825,,,14.705,164.205
600,DH,1756,JFK,228,1/6/2004,7812,IAD,0,2,6,N333UE,delayed,,170,170,750,,,14.72,164.18
600,DH,2153,JFK,228,1/6/2004,7814,IAD,0,2,6,N694BR,delayed,-5,95,95,735,738,3,14.71,164.1975
600,DH,1607,JFK,228,1/6/2004,7816,IAD,0,2,6,N332UE,ontime,-4,153,153,833,826,-7,14.699,164.22
600,DH,2118,LGA,229,1/6/2004,7924,IAD,0,2,6,N674BR,ontime,,100,100,740,,,14.68,164.15
600,DL,1457,JFK,213,1/6/2004,746,DCA,0,2,6,N949DL,ontime,,110,110,750,,,14.67,164.1401
600,DL,629,LGA,214,1/6/2004,1740,DCA,0,2,6,N223DZ,ontime,,150,150,730,,,14.69,164.1501
600,DL,728,LGA,214,1/6/2004,1742,DCA,0,2,6,N225DL,ontime,-5,103,103,843,831,-12,14.68,164.18
600,DL,829,LGA,214,1/6/2004,1744,DCA,0,2,6,N242DL,ontime,0,117,117,857,852,-5,14.6758,164.12
600,DL,930,LGA,214,1/6/2004,1746,DCA,0,2,6,N241DL,ontime,,165,165,745,,,14.67,164.19
600,DL,1030,LGA,214,1/6/2004,1748,DCA,0,2,6,N223DZ,ontime,,185,185,805,,,14.66,164.22
600,DL,1130,LGA,214,1/6/2004,1750,DCA,0,2,6,N225DL,ontime,,60,60,700,,,14.65,164.15
600,DL,1230,LGA,214,1/6/2004,1752,DCA,0,2,6,N242DL,ontime,-9,83,83,723,715,-8,14.65,164.1601
600,DL,1327,LGA,214,1/6/2004,1754,DCA,0,2,6,N241DL,ontime,0,238,238,758,729,-29,14.63,164.21
600,DL,1428,LGA,214,1/6/2004,1756,DCA,0,2,6,N223DZ,ontime,102,171,171,851,1017,86,14.6479,164.23
600,DL,1529,LGA,214,1/6/2004,1758,DCA,0,2,6,N225DL,ontime,-2,98,98,738,836,58,14.65,164.15
600,DL,1629,LGA,214,1/6/2004,1760,DCA,0,2,6,N242DL,ontime,3,159,159,939,1014,35,14.644,164.1
600,DL,1728,LGA,214,1/6/2004,1762,DCA,0,2,6,N241DL,ontime,-9,90,90,730,728,-2,14.65,164.085
600,DL,1830,LGA,214,1/6/2004,1764,DCA,0,2,6,N223DZ,ontime,0,82,82,722,730,8,14.6599,164.07
600,DL,1929,LGA,214,1/6/2004,1766,DCA,0,2,6,N225DL,ontime,4,134,134,714,720,6,14.68,164.19
600,DL,2031,LGA,214,1/6/2004,1768,DCA,0,2,6,N242DL,ontime,-8,79,79,719,650,-29,14.67,164.17
600,MQ,1548,JFK,213,1/6/2004,4752,DCA,0,2,6,N838MQ,ontime,-4,96,96,736,732,-4,14.6661,164.215
600,MQ,558,JFK,213,1/6/2004,4760,DCA,0,2,6,N739MQ,ontime,-3,96,96,736,738,2,14.66,164.14
600,MQ,1843,JFK,213,1/6/2004,4784,DCA,0,2,6,N704MQ,ontime,-4,249,249,809,753,-16,14.66,164.23
600,MQ,655,LGA,214,1/6/2004,4952,DCA,0,2,6,N707MQ,ontime,-3,130,130,810,813,3,14.65,164.21
600,MQ,817,LGA,214,1/6/2004,4954,DCA,0,2,6,N614MQ,ontime,-10,147,147,827,808,-19,14.65,164.1799
600,MQ,852,LGA,214,1/6/2004,4956,DCA,0,2,6,N724MQ,ontime,-10,58,58,658,655,-3,14.661,164.17
600,MQ,1100,LGA,214,1/6/2004,4960,DCA,0,2,6,N707MQ,ontime,,87,87,627,,,14.6584,164.1
600,MQ,1313,LGA,214,1/6/2004,4964,DCA,0,2,6,N614MQ,ontime,,52,52,652,,,14.655,164.17
600,MQ,1355,LGA,214,1/6/2004,4966,DCA,0,2,6,N846MQ,ontime,39,130,130,710,740,30,14.68,164.3
600,MQ,1535,LGA,214,1/6/2004,4968,DCA,0,2,6,N704MQ,delayed,4,64,64,704,709,5,14.6894,164.26
600,MQ,1555,LGA,214,1/6/2004,4970,DCA,0,2,6,N710MQ,ontime,54,51,51,651,819,88,14.69,164.2001
600,MQ,1654,LGA,214,1/6/2004,4972,DCA,0,2,6,N734MQ,ontime,-1,93,93,733,732,-1,14.675,164.21
600,MQ,1904,LGA,214,1/6/2004,4976,DCA,0,2,6,N715MQ,ontime,0,74,74,714,721,7,14.67,164.1601
600,UA,850,LGA,229,1/6/2004,846,IAD,0,2,6,N501UA,ontime,-5,166,166,846,835,-11,14.685,164.15
600,US,629,LGA,214,1/6/2004,1479,DCA,0,2,6,N764UW,ontime,,80,80,720,,,14.6801,164.04
600,US,657,LGA,214,1/6/2004,2160,DCA,0,2,6,N721UW,ontime,1,142,142,922,926,4,14.67,164.0133
600,US,758,LGA,214,1/6/2004,2162,DCA,0,2,6,N719UW,ontime,4,72,72,712,721,9,14.68,164.05
600,US,858,LGA,214,1/6/2004,2164,DCA,0,2,6,N733UW,ontime,-10,83,83,723,733,10,14.665,163.95
600,US,1000,LGA,214,1/6/2004,2166,DCA,0,2,6,N754UW,ontime,22,68,68,708,720,12,14.66,163.93
600,US,1056,LGA,214,1/6/2004,2168,DCA,0,2,6,N721UW,ontime,-9,93,93,733,710,-23,14.665,163.91
600,US,1158,LGA,214,1/6/2004,2170,DCA,0,2,6,N719UW,ontime,-4,127,127,807,806,-1,14.675,163.9
600,US,1259,LGA,214,1/6/2004,2172,DCA,0,2,6,N733UW,ontime,10,68,68,708,707,-1,14.6775,163.92
600,US,1357,LGA,214,1/6/2004,2174,DCA,0,2,6,N754UW,ontime,-3,96,96,736,729,-7,14.6819,163.89
600,US,1458,LGA,214,1/6/2004,2176,DCA,0,2,6,N721UW,ontime,-4,125,125,705,714,9,14.6767,163.85
600,US,1557,LGA,214,1/6/2004,2178,DCA,0,2,6,N719UW,ontime,-5,46,46,646,634,-12,14.68,163.885
600,US,1657,LGA,214,1/6/2004,2180,DCA,0,2,6,N733UW,ontime,4,132,132,712,706,-6,14.67,163.84
600,US,1758,LGA,214,1/6/2004,2182,DCA,0,2,6,N754UW,ontime,-2,87,87,727,706,-21,14.665,163.97
600,US,1855,LGA,214,1/6/2004,2184,DCA,0,2,6,N721UW,ontime,-3,89,89,729,723,-6,14.675,163.93
600,US,1958,LGA,214,1/6/2004,2186,DCA,0,2,6,N719UW,ontime,-1,145,145,925,958,33,14.655,163.84
601,US,2104,LGA,214,1/6/2004,2188,DCA,0,2,6,N733UW,ontime,-9,331,331,1432,1409,-23,14.665,163.9
601,RU,1451,EWR,169,1/6/2004,2403,BWI,0,2,6,N29917,ontime,0,175,175,1056,1049,-7,14.665,163.93
601,RU,1729,EWR,169,1/6/2004,3372,BWI,0,2,6,N27962,delayed,1,399,399,940,920,-20,14.65,163.86
601,RU,658,EWR,169,1/6/2004,2703,BWI,0,2,6,N13958,ontime,-2,129,129,710,701,-9,14.6601,163.8701
601,RU,1037,EWR,169,1/6/2004,2303,BWI,0,2,6,N12924,ontime,-4,37,37,638,636,-2,14.655,163.79
601,CO,1740,EWR,199,1/6/2004,814,DCA,0,2,6,N24224,delayed,31,94,94,735,752,17,14.655,163.7501
601,CO,1256,EWR,199,1/6/2004,808,DCA,0,2,6,N38257,ontime,131,131,131,912,1136,144,14.655,163.75
602,CO,1856,EWR,199,1/6/2004,816,DCA,0,2,6,N59630,delayed,8,58,58,700,700,0,14.6401,163.705
603,CO,727,EWR,199,1/6/2004,806,DCA,0,2,6,N16648,ontime,0,319,319,1422,1350,-32,14.645,163.66
603,DH,847,EWR,213,1/6/2004,7299,IAD,0,2,6,N307UE,ontime,-2,87,87,730,716,-14,14.655,163.67
603,DH,1705,EWR,213,1/6/2004,7302,IAD,0,2,6,N674BR,ontime,-5,82,82,725,724,-1,14.65,163.72
603,DH,1236,EWR,213,1/6/2004,7303,IAD,0,2,6,N645BR,ontime,2,82,82,725,732,7,14.6401,163.73
603,DH,2118,EWR,213,1/6/2004,7304,IAD,0,2,6,N652BR,ontime,0,107,107,750,754,4,14.63,163.7378
605,DH,1435,EWR,213,1/6/2004,7307,IAD,0,2,6,N324UE,ontime,8,216,216,1141,1200,19,14.63,163.74
605,DH,622,EWR,213,1/6/2004,7371,IAD,0,2,6,N329UE,ontime,0,404,404,949,945,-4,14.63,163.76
605,RU,2222,EWR,199,1/6/2004,2879,DCA,0,2,6,N14573,delayed,9,369,369,1014,1027,13,14.63,163.77
605,RU,859,EWR,199,1/6/2004,2582,DCA,0,2,6,N14947,ontime,-4,147,147,832,829,-3,14.63,163.76
605,RU,1901,EWR,213,1/6/2004,2385,IAD,0,2,6,N16147,delayed,-4,186,186,911,845,-26,14.6399,163.715
605,RU,1457,EWR,213,1/6/2004,2156,IAD,0,2,6,N11137,ontime,-5,174,174,859,849,-10,14.625,163.725
605,RU,656,EWR,213,1/6/2004,2855,IAD,0,2,6,N17115,ontime,-1,140,140,925,916,-9,14.63,163.73
605,RU,1644,EWR,199,1/6/2004,2261,DCA,0,2,6,N13958,delayed,-6,120,120,805,743,-22,14.63,163.72
605,RU,1253,EWR,213,1/6/2004,2367,IAD,0,2,6,N16911,ontime,4,140,140,925,925,0,14.645,163.78
605,RU,1356,EWR,199,1/6/2004,2216,DCA,0,2,6,N12924,ontime,-3,91,91,736,715,-21,14.65,163.82
605,RU,1656,EWR,213,1/6/2004,2497,IAD,0,2,6,N19966,ontime,7,157,157,742,750,8,14.67,163.9
605,RU,1627,EWR,199,1/6/2004,2181,DCA,0,2,6,N13969,ontime,,95,95,740,,,14.66,163.89
605,RU,644,EWR,199,1/6/2004,2761,DCA,0,2,6,N13118,ontime,-8,120,120,805,748,-17,14.665,163.96
605,OH,1455,JFK,184,1/7/2004,5935,BWI,0,3,7,N983CA,ontime,-8,165,165,750,801,11,14.65,163.88
605,DH,1639,JFK,213,1/7/2004,6155,DCA,0,3,7,N408FJ,ontime,0,175,175,900,849,-11,14.64,163.88
605,DH,1306,LGA,229,1/7/2004,7208,IAD,0,3,7,N665BR,ontime,-3,125,125,810,807,-3,14.64,163.89
605,DH,1445,LGA,229,1/7/2004,7211,IAD,0,3,7,N639BR,ontime,-3,140,140,825,825,0,14.32,163.78
605,DH,1813,LGA,229,1/7/2004,7215,IAD,0,3,7,N684BR,delayed,-12,88,88,733,717,-16,14.329,163.99
605,DH,640,LGA,229,1/7/2004,7790,IAD,0,3,7,N634BR,ontime,-2,188,188,913,911,-2,14.43,164.0512
605,DH,1038,LGA,229,1/7/2004,7792,IAD,0,3,7,N328UE,ontime,-8,81,81,726,712,-14,14.4053,163.9192
605,DH,831,JFK,228,1/7/2004,7800,IAD,0,3,7,N694BR,ontime,16,172,172,857,925,28,14.4564,163.8325
605,DH,1240,JFK,228,1/7/2004,7806,IAD,0,3,7,N309UE,ontime,-5,146,146,831,841,10,14.4348,163.61
605,DH,1521,JFK,228,1/7/2004,7808,IAD,0,3,7,N330UE,ontime,93,188,188,813,941,88,14.39,163.92
605,DH,1638,JFK,228,1/7/2004,7810,IAD,0,3,7,N320UE,ontime,-4,172,172,857,831,-26,14.441,163.77
605,DH,1922,JFK,228,1/7/2004,7812,IAD,0,3,7,N332UE,delayed,56,90,90,735,814,39,14.44,163.84
605,DH,2120,JFK,228,1/7/2004,7814,IAD,0,3,7,N695BR,ontime,-1,109,109,854,852,-2,14.53,163.9
605,DH,1606,JFK,228,1/7/2004,7816,IAD,0,3,7,N305UE,ontime,8,142,142,927,946,19,14.45,163.81
605,DL,1501,JFK,213,1/7/2004,746,DCA,0,3,7,N908DE,ontime,-5,116,116,901,837,-24,14.51,163.85
605,DL,631,LGA,214,1/7/2004,1740,DCA,0,3,7,N223DZ,ontime,-9,177,177,702,643,-19,14.54,163.84
605,DL,831,LGA,214,1/7/2004,1744,DCA,0,3,7,N242DL,ontime,2,109,109,654,700,6,14.64,164.02
605,DL,932,LGA,214,1/7/2004,1746,DCA,0,3,7,N225DL,ontime,57,122,122,707,759,52,14.64,164
605,DL,1030,LGA,214,1/7/2004,1748,DCA,0,3,7,N223DZ,ontime,,70,70,715,,,14.59,163.76
605,DL,1131,LGA,214,1/7/2004,1750,DCA,0,3,7,N224DA,ontime,,80,80,725,,,14.62,163.87
605,DL,1231,LGA,214,1/7/2004,1752,DCA,0,3,7,N242DL,ontime,,45,45,650,,,14.627,163.734
605,DL,1329,LGA,214,1/7/2004,1754,DCA,0,3,7,N225DL,ontime,,45,45,650,,,14.625,163.7
605,DL,1430,LGA,214,1/7/2004,1756,DCA,0,3,7,N223DZ,ontime,,60,60,705,,,14.61,163.67
605,DL,1528,LGA,214,1/7/2004,1758,DCA,0,3,7,N224DA,ontime,,100,100,745,,,14.61,163.6432
605,DL,1629,LGA,214,1/7/2004,1760,DCA,0,3,7,N242DL,ontime,-5,36,36,641,640,-1,14.5601,163.7
605,DL,1728,LGA,214,1/7/2004,1762,DCA,0,3,7,N225DL,ontime,-3,199,199,724,733,9,14.59,163.84
605,DL,1828,LGA,214,1/7/2004,1764,DCA,0,3,7,N223DZ,ontime,5,141,141,726,723,-3,14.545,163.82
606,DL,1927,LGA,214,1/7/2004,1766,DCA,0,3,7,N224DA,ontime,-5,233,233,1159,1157,-2,14.55,163.8088
606,DL,2030,LGA,214,1/7/2004,1768,DCA,0,3,7,N242DL,ontime,-8,189,189,915,838,-37,14.53,163.58
606,MQ,1530,JFK,213,1/7/2004,4752,DCA,0,3,7,N736MQ,ontime,-7,69,69,715,717,2,14.56,163.63
607,MQ,555,JFK,213,1/7/2004,4760,DCA,0,3,7,N705MQ,ontime,-6,166,166,853,900,7,14.575,163.645
607,MQ,1918,JFK,213,1/7/2004,4784,DCA,0,3,7,N846MQ,delayed,-5,77,77,724,715,-9,14.58,163.624
608,MQ,655,LGA,214,1/7/2004,4952,DCA,0,3,7,N722MQ,ontime,-2,172,172,1000,946,-14,14.58,163.53
608,MQ,746,LGA,214,1/7/2004,4954,DCA,0,3,7,N723MQ,ontime,-5,163,163,951,930,-21,14.5493,163.56
608,MQ,854,LGA,214,1/7/2004,4956,DCA,0,3,7,N733MQ,ontime,0,137,137,725,729,4,14.56,163.54
608,MQ,1056,LGA,214,1/7/2004,4960,DCA,0,3,7,N722MQ,ontime,-9,102,102,750,727,-23,14.51,163.345
609,MQ,1256,LGA,214,1/7/2004,4964,DCA,0,3,7,N726MQ,ontime,-8,32,32,641,637,-4,14.51,163.44
609,MQ,1352,LGA,214,1/7/2004,4966,DCA,0,3,7,N730MQ,ontime,-10,122,122,911,923,12,14.5327,163.34
610,MQ,1457,LGA,214,1/7/2004,4968,DCA,0,3,7,N703MQ,delayed,-3,66,66,816,803,-13,14.52,163.26
610,MQ,1624,LGA,214,1/7/2004,4970,DCA,0,3,7,N713MQ,delayed,6,121,121,811,826,15,14.52,163.2796
610,MQ,2014,LGA,214,1/7/2004,4976,DCA,0,3,7,N735MQ,delayed,0,250,250,1220,1156,-24,14.504,163.24
