carrier,origin,dest,flightnumber,tailnu,date,dayweek,daymonth,YEAR,MONTH,DAY,weather,distance,delay,SCHEDULED_DEPARTURE,DEPARTURE_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DELAY_LABEL,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,delaytimeweathergood,delaytimeweatherbad
DL,DCA,LGA,1760,N242DL,1/4/2004,7,4,2015,1,10,0,214,ontime,600,1629,922,918,-4,,-8,142,142,114,14.5289,164.13
DL,DCA,LGA,1764,N221DL,1/4/2004,7,4,2015,1,10,0,214,ontime,600,1832,745,719,-26,,-4,105,105,63,14.5297,164.0801
DL,DCA,LGA,1768,N242DL,1/4/2004,7,4,2015,1,10,0,214,delayed,600,2030,1330,1305,-25,,2,270,270,230,14.5199,164.15
MQ,DCA,JFK,4752,N712MQ,1/4/2004,7,4,2015,1,10,0,213,delayed,600,1534,900,922,22,,7,120,120,103,14.52,164.0801
MQ,DCA,JFK,4760,N737MQ,1/4/2004,7,4,2015,1,10,0,213,delayed,600,554,735,729,-6,,1,95,95,76,14.52,164.09
MQ,DCA,JFK,4771,N719MQ,1/4/2004,7,4,2015,1,10,0,213,ontime,600,745,850,824,-26,,-1,170,170,132,14.52,164.0801
MQ,DCA,JFK,4784,N727MQ,1/4/2004,7,4,2015,1,10,0,213,delayed,600,1858,740,727,-13,,6,100,100,63,14.525,164.0501
MQ,DCA,LGA,4964,N737MQ,1/4/2004,7,4,2015,1,10,0,214,ontime,600,1257,1340,1324,-16,,-6,280,280,253,14.525,164.02
MQ,DCA,LGA,4968,N727MQ,1/4/2004,7,4,2015,1,10,0,214,ontime,600,1458,1217,1213,-4,,-3,257,257,222,14.52,164
MQ,DCA,LGA,4972,N708MQ,1/4/2004,7,4,2015,1,10,0,214,ontime,600,1659,834,816,-18,,-5,154,154,126,14.51,163.93
MQ,DCA,LGA,4976,N719MQ,1/4/2004,7,4,2015,1,10,0,214,delayed,600,1936,1204,1215,11,,13,244,244,224,14.525,163.97
UA,IAD,LGA,846,N559UA,1/4/2004,7,4,2015,1,10,0,229,ontime,600,849,753,742,-11,,-3,173,173,146,14.53,163.98
US,DCA,LGA,2164,N730UW,1/4/2004,7,4,2015,1,10,0,214,delayed,600,858,728,717,-11,,5,88,88,52,14.5391,164.02
US,DCA,LGA,2166,N765UW,1/4/2004,7,4,2015,1,10,0,214,delayed,600,954,727,724,-3,,16,207,207,170,14.53,163.94
US,DCA,LGA,2168,N746UW,1/4/2004,7,4,2015,1,10,0,214,delayed,600,1055,944,939,-5,,3,404,404,376,14.5151,163.97
US,DCA,LGA,2170,N711UW,1/4/2004,7,4,2015,1,10,0,214,delayed,600,1158,1411,1357,-14,,6,311,311,268,14.51,163.86
US,DCA,LGA,2172,N730UW,1/4/2004,7,4,2015,1,10,0,214,delayed,600,1257,1210,1154,-16,,7,250,250,201,14.52,163.92
US,DCA,LGA,2174,N765UW,1/4/2004,7,4,2015,1,10,0,214,ontime,600,1359,750,746,-4,,-7,170,170,155,14.51,163.86
US,DCA,LGA,2176,N746UW,1/4/2004,7,4,2015,1,10,0,214,ontime,600,1456,841,851,10,,-3,281,281,273,14.525,163.94
US,DCA,LGA,2178,N711UW,1/4/2004,7,4,2015,1,10,0,214,ontime,600,1559,854,857,3,,-3,114,114,87,14.51,163.89
US,DCA,LGA,2180,N730UW,1/4/2004,7,4,2015,1,10,0,214,delayed,600,1658,925,928,3,,6,145,145,120,14.53,163.89
US,DCA,LGA,2182,N765UW,1/4/2004,7,4,2015,1,11,0,214,delayed,600,1758,844,858,14,,4,164,164,148,14.515,163.84
US,DCA,LGA,2184,N746UW,1/4/2004,7,4,2015,1,11,0,214,delayed,600,1857,950,1002,12,,1,170,170,137,14.5099,163.91
US,DCA,LGA,2186,N711UW,1/4/2004,7,4,2015,1,11,0,214,delayed,600,1957,835,800,-7,,17,215,215,987,14.52,163.9
US,DCA,LGA,2188,N730UW,1/4/2004,7,4,2015,1,11,0,214,ontime,600,2059,814,813,-1,,-1,194,194,166,14.5299,163.92
RU,BWI,EWR,2403,N14943,1/4/2004,7,4,2015,1,11,0,169,delayed,600,1615,843,914,31,,43,163,163,124,14.535,163.99
RU,BWI,EWR,2703,N13949,1/4/2004,7,4,2015,1,11,0,169,ontime,600,1416,1010,1005,-5,,-6,190,190,154,14.525,163.965
RU,BWI,EWR,2603,N14933,1/4/2004,7,4,2015,1,11,0,169,delayed,600,2030,905,900,9,,10,245,245,546,14.532,164.02
RU,BWI,EWR,2303,N19966,1/4/2004,7,4,2015,1,11,0,169,delayed,600,1235,935,908,-27,,1,155,155,106,14.55,164.0466
CO,DCA,EWR,808,N59630,1/4/2004,7,4,2015,1,11,0,199,delayed,600,1255,745,748,3,,6,105,105,80,14.5454,163.9701
CO,DCA,EWR,810,N16649,1/4/2004,7,4,2015,1,11,0,199,delayed,600,1833,805,650,10,,13,185,185,489,14.555,164.03
DH,IAD,EWR,7299,N640BR,1/4/2004,7,4,2015,1,11,0,213,delayed,600,857,1130,500,-7,,27,210,210,684,14.58,164.03
DH,IAD,EWR,7302,N697BR,1/4/2004,7,4,2015,1,11,0,213,ontime,600,1917,715,704,-11,,-4,75,75,48,14.565,163.9401
DH,IAD,EWR,7303,N638BR,1/4/2004,7,4,2015,1,11,0,213,delayed,600,1310,912,1002,50,,68,192,192,151,14.5776,164.0301
DH,IAD,EWR,7304,N697BR,1/4/2004,7,4,2015,1,11,0,213,ontime,600,2221,720,710,-10,,-5,80,80,56,14.6,164.08
DH,IAD,EWR,7307,N328UE,1/4/2004,7,4,2015,1,12,0,213,ontime,600,1600,855,846,-9,,-2,175,175,149,14.608,164.05
RU,DCA,EWR,2097,N12136,1/4/2004,7,4,2015,1,12,0,199,ontime,600,1952,1040,1047,7,,-3,160,160,128,14.595,163.96
RU,DCA,EWR,2582,N13992,1/4/2004,7,4,2015,1,12,0,199,ontime,600,927,1145,1142,-3,,-4,225,225,206,14.62,163.92
RU,IAD,EWR,3276,N15985,1/4/2004,7,4,2015,1,12,0,213,ontime,600,858,750,730,-20,,-6,170,170,139,14.62,163.9
RU,IAD,EWR,2385,N24128,1/4/2004,7,4,2015,1,12,0,213,delayed,600,2110,1130,1201,31,,11,210,210,190,14.63,163.95
RU,DCA,EWR,2216,N16987,1/4/2004,7,4,2015,1,12,0,199,ontime,600,1356,849,836,-13,,-5,109,109,82,14.6295,163.95
RU,DCA,EWR,2336,N12569,1/4/2004,7,4,2015,1,12,0,199,ontime,600,2120,1205,1139,-26,,-3,245,245,202,14.6499,164.0101
RU,IAD,EWR,2156,N18101,1/4/2004,7,4,2015,1,12,0,213,ontime,600,1557,800,805,5,,-6,120,120,91,14.6516,164.01
OH,BWI,JFK,5935,N814CA,1/5/2004,1,5,2015,1,12,0,184,delayed,600,1610,705,735,30,,10,65,65,39,14.675,163.99
DH,DCA,JFK,6155,N424FJ,1/5/2004,1,5,2015,1,12,0,213,ontime,600,1638,854,841,-13,,-3,234,234,195,14.6891,164.03
DH,IAD,LGA,7208,N674BR,1/5/2004,1,5,2015,1,12,0,229,ontime,600,1338,713,704,-9,,-16,73,73,44,14.715,164.0201
DH,IAD,LGA,7211,N643BR,1/5/2004,1,5,2015,1,12,0,229,ontime,600,1606,803,754,-9,,-10,123,123,99,14.7199,164.06
DH,IAD,LGA,7215,N649BR,1/5/2004,1,5,2015,1,12,0,229,ontime,600,1848,759,743,-16,,-5,119,119,92,14.7,164.05
DH,IAD,LGA,7790,N643BR,1/5/2004,1,5,2015,1,12,0,229,ontime,600,633,742,729,-13,,-5,102,102,82,14.695,164.01
DH,IAD,LGA,7792,N643BR,1/5/2004,1,5,2015,1,12,0,229,ontime,600,1054,850,841,-9,,-5,170,170,141,14.6701,163.9501
DH,IAD,JFK,7800,N651BR,1/5/2004,1,5,2015,1,13,0,228,ontime,600,946,755,743,-12,,-5,175,175,151,14.6502,163.9
DH,IAD,JFK,7806,N305UE,1/5/2004,1,5,2015,1,13,0,228,ontime,600,1312,810,736,-34,,-11,190,190,137,14.67,163.88
DH,IAD,JFK,7810,N331UE,1/5/2004,1,5,2015,1,13,0,228,ontime,600,1700,715,718,3,,-2,75,75,42,14.64,163.8
DH,IAD,JFK,7812,N332UE,1/5/2004,1,5,2015,1,13,0,228,ontime,600,1709,841,839,-2,,-3,161,161,141,14.6599,163.819
DH,IAD,JFK,7814,N683BR,1/5/2004,1,5,2015,1,13,0,228,ontime,600,2200,834,843,9,,-1,154,154,141,14.635,163.81
DH,IAD,JFK,7816,N303UE,1/5/2004,1,5,2015,1,13,0,228,ontime,600,1651,858,836,-22,,-6,178,178,142,14.645,163.81
DH,IAD,LGA,7924,N699BR,1/5/2004,1,5,2015,1,13,0,229,ontime,600,2125,831,826,-5,,-7,151,151,130,14.645,163.89
DL,DCA,JFK,746,N994DL,1/5/2004,1,5,2015,1,13,0,213,ontime,600,1459,841,843,2,,-1,161,161,143,14.655,163.93
DL,DCA,LGA,1740,N221DL,1/5/2004,1,5,2015,1,13,0,214,ontime,600,630,720,710,-10,,-8,80,80,60,14.665,163.85
DL,DCA,LGA,1742,N241DL,1/5/2004,1,5,2015,1,13,0,214,delayed,600,734,903,857,-6,,0,183,183,150,14.665,163.83
DL,DCA,LGA,1744,N242DL,1/5/2004,1,5,2015,1,13,0,214,ontime,600,830,851,832,-19,,-3,171,171,135,14.64,163.7701
DL,DCA,LGA,1746,N225DL,1/5/2004,1,5,2015,1,13,0,214,ontime,600,932,900,839,-21,,-4,180,180,145,14.635,163.83
DL,DCA,LGA,1748,N223DZ,1/5/2004,1,5,2015,1,13,0,214,ontime,600,1031,901,900,-1,,-6,181,181,157,14.635,163.85
DL,DCA,LGA,1750,N241DL,1/5/2004,1,5,2015,1,13,0,214,ontime,600,1128,901,856,-5,,-3,241,241,225,14.64,163.84
DL,DCA,LGA,1752,N242DL,1/5/2004,1,5,2015,1,13,0,214,ontime,600,1230,948,930,-18,,-10,168,168,140,14.63,163.81
DL,DCA,LGA,1754,N225DL,1/5/2004,1,5,2015,1,13,0,214,ontime,600,1329,1023,1013,-10,,-1,203,203,175,14.625,163.7701
DL,DCA,LGA,1756,N223DZ,1/5/2004,1,5,2015,1,13,0,214,delayed,600,1427,852,907,15,,1,232,232,225,14.61,163.7501
DL,DCA,LGA,1760,N242DL,1/5/2004,1,5,2015,1,13,0,214,ontime,600,1635,853,841,-12,,-6,173,173,151,14.59,163.65
DL,DCA,LGA,1762,N225DL,1/5/2004,1,5,2015,1,13,0,214,delayed,600,1730,808,816,8,,0,128,128,109,14.6,163.59
DL,DCA,LGA,1764,N223DZ,1/5/2004,1,5,2015,1,13,0,214,ontime,600,1829,724,725,1,,-3,84,84,62,14.585,163.67
DL,DCA,LGA,1766,N241DL,1/5/2004,1,5,2015,1,13,0,214,delayed,600,1955,843,824,-19,,5,163,163,117,14.57,163.5766
DL,DCA,LGA,1768,N242DL,1/5/2004,1,5,2015,1,13,0,214,delayed,600,2028,758,757,-1,,4,118,118,97,14.6,163.59
MQ,DCA,JFK,4752,N704MQ,1/5/2004,1,5,2015,1,13,0,213,delayed,600,1538,840,858,18,,0,100,100,68,14.595,163.64
MQ,DCA,JFK,4760,N707MQ,1/5/2004,1,5,2015,1,13,0,213,ontime,600,557,720,712,-8,,-4,80,80,44,14.5602,163.6001
MQ,DCA,LGA,4952,N712MQ,1/5/2004,1,5,2015,1,13,0,214,delayed,600,656,830,832,2,,0,210,210,186,14.54,163.61
MQ,DCA,LGA,4954,N724MQ,1/5/2004,1,5,2015,1,13,0,214,delayed,600,758,839,807,-32,,1,159,159,111,14.565,163.64
MQ,DCA,LGA,4956,N719MQ,1/5/2004,1,5,2015,1,14,0,214,delayed,600,859,907,846,-21,,2,127,127,80,14.609,163.7201
MQ,DCA,LGA,4960,N706MQ,1/5/2004,1,5,2015,1,14,0,214,ontime,600,1103,1417,1337,-40,,-3,317,317,266,14.59,163.775
MQ,DCA,LGA,4964,N716MQ,1/5/2004,1,5,2015,1,14,0,214,delayed,600,1250,923,851,-32,,1,143,143,97,14.58,163.6847
MQ,DCA,LGA,4970,N700MQ,1/5/2004,1,5,2015,1,14,0,214,delayed,600,1627,1127,1314,107,,14,207,207,169,14.57,163.7101
MQ,DCA,LGA,4972,N724MQ,1/5/2004,1,5,2015,1,14,0,214,ontime,600,1702,809,749,-20,,-6,69,69,41,14.565,163.72
MQ,DCA,LGA,4976,N846MQ,1/5/2004,1,5,2015,1,14,0,214,ontime,600,1949,904,854,-10,,-6,304,304,280,14.58,163.76
UA,IAD,LGA,846,N516UA,1/5/2004,1,5,2015,1,14,0,229,delayed,600,848,1100,801,-8,,28,180,180,333,14.58,163.81
US,DCA,LGA,1479,N765UW,1/5/2004,1,5,2015,1,14,0,214,delayed,600,627,837,836,-1,,5,157,157,130,14.575,163.83
US,DCA,LGA,2160,N762UW,1/5/2004,1,5,2015,1,14,0,214,ontime,600,657,753,725,-28,,-6,113,113,75,14.575,163.87
US,DCA,LGA,2162,N750UW,1/5/2004,1,5,2015,1,14,0,214,ontime,600,757,1310,1250,-20,,-1,250,250,213,14.58,163.8101
US,DCA,LGA,2164,N733UW,1/5/2004,1,5,2015,1,14,0,214,ontime,600,900,911,849,-22,,-2,191,191,144,14.58,163.85
US,DCA,LGA,2166,N767UW,1/5/2004,1,5,2015,1,14,0,214,ontime,600,958,1253,1231,-22,,-1,233,233,187,14.59,163.82
US,DCA,LGA,2168,N762UW,1/5/2004,1,5,2015,1,14,0,214,ontime,600,1057,904,901,-3,,-10,124,124,85,14.595,163.9
US,DCA,LGA,2170,N750UW,1/5/2004,1,5,2015,1,14,0,214,ontime,600,1155,829,822,-7,,-10,209,209,196,14.605,163.9
US,DCA,LGA,2172,N733UW,1/5/2004,1,5,2015,1,15,0,214,delayed,600,1257,822,816,-6,,17,82,82,45,14.595,163.8335
US,DCA,LGA,2174,N767UW,1/5/2004,1,5,2015,1,15,0,214,ontime,600,1358,858,834,-24,,-5,118,118,80,14.59,163.8
US,DCA,LGA,2176,N762UW,1/5/2004,1,5,2015,1,15,0,214,ontime,600,1500,742,723,-19,,-9,102,102,69,14.6,163.87
US,DCA,LGA,2178,N750UW,1/5/2004,1,5,2015,1,15,0,214,ontime,600,1601,739,718,-21,,-6,99,99,61,14.615,163.92
US,DCA,LGA,2180,N733UW,1/5/2004,1,5,2015,1,15,0,214,ontime,600,1657,825,827,2,,-3,145,145,129,14.61,163.8001
US,DCA,LGA,2182,N767UW,1/5/2004,1,5,2015,1,15,0,214,delayed,600,1757,843,900,17,,10,163,163,146,14.6,163.8
US,DCA,LGA,2184,N762UW,1/5/2004,1,5,2015,1,15,0,214,delayed,600,1857,902,1001,59,,27,242,242,248,14.59,163.77
US,DCA,LGA,2186,N750UW,1/5/2004,1,5,2015,1,15,0,214,ontime,600,1959,747,724,-23,,-8,107,107,72,14.58,163.72
US,DCA,LGA,2188,N733UW,1/5/2004,1,5,2015,1,15,0,214,ontime,600,2100,735,745,10,,-1,155,155,128,14.5991,163.69
RU,BWI,EWR,2703,N14923,1/5/2004,1,5,2015,1,15,0,169,ontime,600,744,753,749,-4,,-5,173,173,153,14.585,163.6301
RU,BWI,EWR,2403,N12946,1/5/2004,1,5,2015,1,15,0,169,delayed,600,1527,806,931,85,,86,126,126,98,14.57,163.6899
RU,BWI,EWR,2303,N16951,1/5/2004,1,5,2015,1,15,0,169,ontime,600,1221,938,918,-20,,-8,158,158,120,14.575,163.72
CO,DCA,EWR,808,N14628,1/5/2004,1,5,2015,1,15,0,199,ontime,600,1324,703,721,18,,-1,123,123,109,14.59,163.75
CO,DCA,EWR,806,N14654,1/5/2004,1,5,2015,1,15,0,199,ontime,600,757,725,723,-2,,-7,85,85,58,14.5901,163.76
CO,DCA,EWR,814,N14341,1/5/2004,1,5,2015,1,15,0,199,ontime,600,1846,703,653,-10,,-4,63,63,34,14.585,163.67
DH,IAD,EWR,7299,N622BR,1/5/2004,1,5,2015,1,15,0,213,ontime,600,844,753,733,-20,,-8,113,113,84,14.59,163.75
DH,IAD,EWR,7302,N697BR,1/5/2004,1,5,2015,1,15,0,213,ontime,600,1920,819,809,-10,,-1,79,79,51,14.585,163.6201
DH,IAD,EWR,7303,N664BR,1/5/2004,1,5,2015,1,15,0,213,ontime,600,1357,732,729,-3,,-8,92,92,69,14.5904,163.6301
DH,IAD,EWR,7304,N667BR,1/5/2004,1,5,2015,1,15,0,213,delayed,600,2312,803,803,0,,3,123,123,78,14.61,163.73
DH,IAD,EWR,7307,N320UE,1/5/2004,1,5,2015,1,15,0,213,ontime,600,1536,814,755,-19,,-4,134,134,99,14.605,163.68
DH,IAD,EWR,7371,N330UE,1/5/2004,1,5,2015,1,15,0,213,delayed,600,624,632,651,19,,16,92,92,79,14.6099,163.67
RU,DCA,EWR,2761,N18556,1/5/2004,1,5,2015,1,15,0,199,delayed,600,700,703,703,0,,0,63,63,37,14.6,163.6701
RU,DCA,EWR,2582,N14952,1/5/2004,1,5,2015,1,15,0,199,ontime,600,1056,630,619,-11,,-4,90,90,65,14.61,163.78
RU,IAD,EWR,2692,N16511,1/5/2004,1,5,2015,1,16,0,213,ontime,600,1321,716,713,-3,,-10,76,76,47,14.62,163.743
RU,DCA,EWR,2879,N12126,1/5/2004,1,5,2015,1,16,0,199,delayed,600,2105,800,650,-8,,15,120,120,646,14.6267,163.71
RU,IAD,EWR,2855,N14570,1/5/2004,1,5,2015,1,16,0,213,delayed,600,655,1000,666,-4,,55,180,180,757,14.62,163.74
RU,DCA,EWR,2216,N13979,1/5/2004,1,5,2015,1,16,0,199,ontime,600,1454,855,833,-22,,-4,175,175,142,14.625,163.82
RU,DCA,EWR,2336,N14940,1/5/2004,1,5,2015,1,16,0,199,ontime,600,2104,820,814,-6,,-8,260,260,237,14.665,164.04
RU,IAD,EWR,2156,N27152,1/5/2004,1,5,2015,1,16,0,213,delayed,600,1602,933,933,0,,5,153,153,131,14.6609,164.01
RU,IAD,EWR,3276,N14991,1/5/2004,1,5,2015,1,16,0,213,ontime,600,855,1145,1146,1,,-8,225,225,209,14.6707,164.03
RU,DCA,EWR,2261,N15948,1/5/2004,1,5,2015,1,16,0,199,ontime,600,1617,819,808,-11,,-3,139,139,109,14.6791,164.06
OH,BWI,JFK,5935,N805CA,1/6/2004,2,6,2015,1,16,0,184,delayed,600,1455,750,814,24,,19,110,110,98,14.675,164.08
DH,IAD,LGA,7208,N307UE,1/6/2004,2,6,2015,1,16,0,229,ontime,600,1240,650,646,-4,,-7,50,50,36,14.665,164
DH,IAD,LGA,7211,N676BR,1/6/2004,2,6,2015,1,16,0,229,delayed,600,1451,710,718,8,,1,70,70,856,14.65,164.01
DH,IAD,LGA,7215,N662BR,1/6/2004,2,6,2015,1,16,0,229,delayed,600,1752,720,729,-9,,12,80,80,346,14.67,164.05
DH,IAD,LGA,7790,N676BR,1/6/2004,2,6,2015,1,16,0,229,delayed,600,635,700,704,-4,,35,60,60,865,14.67,163.95
DH,IAD,LGA,7792,N676BR,1/6/2004,2,6,2015,1,16,0,229,delayed,600,1034,710,715,-5,,44,70,70,658,14.6702,163.99
DH,IAD,JFK,7800,N674BR,1/6/2004,2,6,2015,1,16,0,228,delayed,600,855,718,726,7,,25,78,78,564,14.67,164.04
DH,IAD,JFK,7806,N316UE,1/6/2004,2,6,2015,1,16,0,228,delayed,600,1237,720,728,6,,7,80,80,354,14.675,164.02
DH,IAD,JFK,7808,N315UE,1/6/2004,2,6,2015,1,16,0,228,delayed,600,1453,820,822,2,,53,140,140,876,14.695,164.16
DH,IAD,JFK,7810,N308UE,1/6/2004,2,6,2015,1,17,0,228,delayed,600,1641,825,830,-4,,11,145,145,756,14.705,164.205
DH,IAD,JFK,7812,N333UE,1/6/2004,2,6,2015,1,17,0,228,delayed,600,1756,750,756,-8,,16,170,170,986,14.72,164.18
DH,IAD,JFK,7814,N694BR,1/6/2004,2,6,2015,1,17,0,228,ontime,600,2153,735,738,3,,-5,95,95,64,14.71,164.1975
DH,IAD,JFK,7816,N332UE,1/6/2004,2,6,2015,1,17,0,228,ontime,600,1607,833,826,-7,,-4,153,153,123,14.699,164.22
DH,IAD,LGA,7924,N674BR,1/6/2004,2,6,2015,1,17,0,229,delayed,600,2118,740,746,6,,18,100,100,545,14.68,164.15
DL,DCA,JFK,746,N949DL,1/6/2004,2,6,2015,1,17,0,213,delayed,600,1457,750,754,4,,7,110,110,643,14.67,164.1401
DL,DCA,LGA,1740,N223DZ,1/6/2004,2,6,2015,1,17,0,214,delayed,600,629,730,739,9,,29,150,150,735,14.69,164.1501
DL,DCA,LGA,1742,N225DL,1/6/2004,2,6,2015,1,17,0,214,ontime,600,728,843,831,4,,-5,103,103,73,14.68,164.18
DL,DCA,LGA,1744,N242DL,1/6/2004,2,6,2015,1,17,0,214,delayed,600,829,857,852,-5,,0,117,117,87,14.6758,164.12
DL,DCA,LGA,1746,N241DL,1/6/2004,2,6,2015,1,17,0,214,delayed,600,930,745,751,6,,30,165,165,573,14.67,164.19
DL,DCA,LGA,1748,N223DZ,1/6/2004,2,6,2015,1,17,0,214,delayed,600,1030,805,809,4,,3,185,185,757,14.66,164.22
DL,DCA,LGA,1750,N225DL,1/6/2004,2,6,2015,1,17,0,214,delayed,600,1130,700,705,5,,50,60,60,867,14.65,164.15
DL,DCA,LGA,1752,N242DL,1/6/2004,2,6,2015,1,17,0,214,ontime,600,1230,723,715,-8,,-9,83,83,68,14.65,164.1601
DL,DCA,LGA,1754,N241DL,1/6/2004,2,6,2015,1,17,0,214,delayed,600,1327,758,729,-29,,0,238,238,188,14.63,164.21
DL,DCA,LGA,1756,N223DZ,1/6/2004,2,6,2015,1,17,0,214,delayed,600,1428,851,1017,86,,10,171,171,141,14.6479,164.23
DL,DCA,LGA,1758,N225DL,1/6/2004,2,6,2015,1,17,0,214,ontime,600,1529,738,836,58,,-2,98,98,67,14.65,164.15
DL,DCA,LGA,1760,N242DL,1/6/2004,2,6,2015,1,17,0,214,delayed,600,1629,939,1014,35,,3,159,159,131,14.644,164.1
DL,DCA,LGA,1762,N241DL,1/6/2004,2,6,2015,1,17,0,214,ontime,600,1728,730,728,-2,,-9,90,90,61,14.65,164.085
DL,DCA,LGA,1764,N223DZ,1/6/2004,2,6,2015,1,17,0,214,delayed,600,1830,722,730,8,,0,82,82,49,14.6599,164.07
DL,DCA,LGA,1766,N225DL,1/6/2004,2,6,2015,1,17,0,214,delayed,600,1929,714,720,6,,4,134,134,108,14.68,164.19
DL,DCA,LGA,1768,N242DL,1/6/2004,2,6,2015,1,18,0,214,ontime,600,2031,719,650,-29,,-8,79,79,43,14.67,164.17
MQ,DCA,JFK,4752,N838MQ,1/6/2004,2,6,2015,1,18,0,213,ontime,600,1548,736,732,-4,,-4,96,96,58,14.6661,164.215
MQ,DCA,JFK,4760,N739MQ,1/6/2004,2,6,2015,1,18,0,213,ontime,600,558,736,738,2,,-3,96,96,67,14.66,164.14
MQ,DCA,JFK,4784,N704MQ,1/6/2004,2,6,2015,1,18,0,213,ontime,600,1843,809,753,-16,,-4,249,249,213,14.66,164.23
MQ,DCA,LGA,4952,N707MQ,1/6/2004,2,6,2015,1,18,0,214,ontime,600,655,810,813,3,,-3,130,130,110,14.65,164.21
MQ,DCA,LGA,4954,N614MQ,1/6/2004,2,6,2015,1,18,0,214,ontime,600,817,827,808,-19,,-10,147,147,119,14.65,164.1799
MQ,DCA,LGA,4956,N724MQ,1/6/2004,2,6,2015,1,18,0,214,ontime,600,852,658,655,-3,,-10,58,58,30,14.661,164.17
MQ,DCA,LGA,4960,N707MQ,1/6/2004,2,6,2015,1,18,0,214,delayed,600,1100,627,620,-4,,50,87,87,586,14.6584,164.1
MQ,DCA,LGA,4964,N614MQ,1/6/2004,2,6,2015,1,18,0,214,delayed,600,1313,652,658,6,,3,52,52,756,14.655,164.17
MQ,DCA,LGA,4966,N846MQ,1/6/2004,2,6,2015,1,18,0,214,delayed,600,1355,710,740,30,,39,130,130,89,14.68,164.3
MQ,DCA,LGA,4968,N704MQ,1/6/2004,2,6,2015,1,18,0,214,delayed,600,1535,704,709,5,,4,64,64,39,14.6894,164.26
MQ,DCA,LGA,4970,N710MQ,1/6/2004,2,6,2015,1,18,0,214,delayed,600,1555,651,819,88,,54,51,51,24,14.69,164.2001
MQ,DCA,LGA,4972,N734MQ,1/6/2004,2,6,2015,1,18,0,214,ontime,600,1654,733,732,-1,,-1,93,93,58,14.675,164.21
MQ,DCA,LGA,4976,N715MQ,1/6/2004,2,6,2015,1,18,0,214,delayed,600,1904,714,721,7,,0,74,74,37,14.67,164.1601
UA,IAD,LGA,846,N501UA,1/6/2004,2,6,2015,1,18,0,229,ontime,600,850,846,835,-11,,-5,166,166,137,14.685,164.15
US,DCA,LGA,1479,N764UW,1/6/2004,2,6,2015,1,18,0,214,delayed,600,629,720,727,7,,29,80,80,756,14.6801,164.04
US,DCA,LGA,2160,N721UW,1/6/2004,2,6,2015,1,18,0,214,delayed,600,657,922,926,6,,1,142,142,115,14.67,164.0133
US,DCA,LGA,2162,N719UW,1/6/2004,2,6,2015,1,18,0,214,delayed,600,758,712,721,9,,4,72,72,39,14.68,164.05
US,DCA,LGA,2164,N733UW,1/6/2004,2,6,2015,1,18,0,214,ontime,600,858,723,733,10,,-10,83,83,69,14.665,163.95
US,DCA,LGA,2166,N754UW,1/6/2004,2,6,2015,1,18,0,214,delayed,600,1000,708,720,12,,22,68,68,41,14.66,163.93
US,DCA,LGA,2168,N721UW,1/6/2004,2,6,2015,1,19,0,214,ontime,600,1056,733,710,-23,,-9,93,93,66,14.665,163.91
US,DCA,LGA,2170,N719UW,1/6/2004,2,6,2015,1,19,0,214,ontime,600,1158,807,806,-1,,-4,127,127,89,14.675,163.9
US,DCA,LGA,2172,N733UW,1/6/2004,2,6,2015,1,19,0,214,delayed,600,1259,708,707,-1,,10,68,68,43,14.6775,163.92
US,DCA,LGA,2174,N754UW,1/6/2004,2,6,2015,1,19,0,214,ontime,600,1357,736,729,-7,,-3,96,96,69,14.6819,163.89
US,DCA,LGA,2176,N721UW,1/6/2004,2,6,2015,1,19,0,214,ontime,600,1458,705,714,9,,-4,125,125,100,14.6767,163.85
US,DCA,LGA,2178,N719UW,1/6/2004,2,6,2015,1,19,0,214,ontime,600,1557,646,634,-12,,-5,46,46,21,14.68,163.885
US,DCA,LGA,2180,N733UW,1/6/2004,2,6,2015,1,19,0,214,delayed,600,1657,712,706,-6,,4,132,132,85,14.67,163.84
US,DCA,LGA,2182,N754UW,1/6/2004,2,6,2015,1,19,0,214,ontime,600,1758,727,706,-21,,-2,87,87,47,14.665,163.97
US,DCA,LGA,2184,N721UW,1/6/2004,2,6,2015,1,19,0,214,ontime,600,1855,729,723,-6,,-3,89,89,55,14.675,163.93
US,DCA,LGA,2186,N719UW,1/6/2004,2,6,2015,1,19,0,214,ontime,600,1958,925,958,33,,-1,145,145,132,14.655,163.84
US,DCA,LGA,2188,N733UW,1/6/2004,2,6,2015,1,19,0,214,ontime,601,2104,1432,1409,-23,,-9,331,331,292,14.665,163.9
RU,BWI,EWR,2403,N29917,1/6/2004,2,6,2015,1,19,0,169,delayed,601,1451,1056,1049,-7,,0,175,175,149,14.665,163.93
RU,BWI,EWR,3372,N27962,1/6/2004,2,6,2015,1,19,0,169,delayed,601,1729,940,920,-20,,1,399,399,355,14.65,163.86
RU,BWI,EWR,2703,N13958,1/6/2004,2,6,2015,1,19,0,169,ontime,601,658,710,701,-9,,-2,129,129,83,14.6601,163.8701
RU,BWI,EWR,2303,N12924,1/6/2004,2,6,2015,1,19,0,169,ontime,601,1037,638,636,-2,,-4,37,37,23,14.655,163.79
