schedtime,carrier,deptime,dest,distance,date,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY
705,RU,655,EWR,169,1/14/2004,2703,BWI,0,3,14,N14542,ontime,-5,155,155,940,928,-12
705,RU,1449,EWR,169,1/14/2004,2403,BWI,0,3,14,N14570,ontime,0,145,145,930,920,-10
705,RU,1722,EWR,169,1/14/2004,3372,BWI,0,3,14,N14974,ontime,-2,170,170,1055,1025,-30
705,RU,1035,EWR,169,1/14/2004,2303,BWI,0,3,14,N12921,ontime,,95,95,840,,
705,CO,1257,EWR,199,1/14/2004,808,DCA,0,3,14,N11612,ontime,-6,155,155,940,931,-9
705,CO,1915,EWR,199,1/14/2004,816,DCA,0,3,14,N14667,ontime,-6,315,315,920,923,3
705,CO,731,EWR,199,1/14/2004,806,DCA,0,3,14,N14667,ontime,0,165,165,1050,1024,-26
705,CO,1745,EWR,199,1/14/2004,814,DCA,0,3,14,N39343,delayed,4,220,220,1245,1253,8
705,DH,848,EWR,213,1/14/2004,7299,IAD,0,3,14,N658BR,ontime,29,95,95,740,810,30
705,DH,1703,EWR,213,1/14/2004,7302,IAD,0,3,14,N693BR,ontime,-2,140,140,925,907,-18
705,DH,1245,EWR,213,1/14/2004,7303,IAD,0,3,14,N693BR,ontime,-7,110,110,855,846,-9
705,DH,2330,EWR,213,1/14/2004,7304,IAD,0,3,14,N629BR,delayed,-7,319,319,1524,1433,-51
705,DH,629,EWR,213,1/14/2004,7305,IAD,0,3,14,N301UE,ontime,-8,65,65,810,833,23
705,DH,1502,EWR,213,1/14/2004,7307,IAD,0,3,14,N324UE,delayed,2,245,245,1010,1011,1
705,RU,656,EWR,213,1/14/2004,2855,IAD,0,3,14,N13949,ontime,-1,311,311,1016,1039,23
705,RU,1703,EWR,213,1/14/2004,2497,IAD,0,3,14,N15555,ontime,-6,180,180,1205,1150,-15
705,RU,856,EWR,199,1/14/2004,2582,DCA,0,3,14,N13995,ontime,-4,235,235,1300,1251,-9
705,RU,1355,EWR,199,1/14/2004,2216,DCA,0,3,14,N12921,ontime,-4,220,220,945,955,10
705,RU,643,EWR,199,1/14/2004,2761,DCA,0,3,14,N14148,ontime,5,65,65,810,832,22
705,RU,1456,EWR,213,1/14/2004,2156,IAD,0,3,14,N34111,ontime,-2,343,343,948,940,-8
705,RU,1625,EWR,199,1/14/2004,2181,DCA,0,3,14,N17560,ontime,-4,168,168,953,946,-7
705,RU,1858,EWR,213,1/14/2004,2385,IAD,0,3,14,N34111,ontime,8,200,200,1125,1115,-10
705,RU,1255,EWR,213,1/14/2004,2367,IAD,0,3,14,N17560,ontime,24,155,155,840,906,26
705,RU,1524,EWR,199,1/14/2004,2261,DCA,0,3,14,N13964,ontime,-7,185,185,910,856,-14
705,RU,2100,EWR,199,1/14/2004,2879,DCA,0,3,14,N16911,ontime,-5,65,65,810,758,-12
705,OH,1455,JFK,184,1/15/2004,5935,BWI,0,4,15,N812CA,ontime,-10,85,85,830,818,-12
705,DH,1637,JFK,213,1/15/2004,6155,DCA,0,4,15,N419FJ,ontime,-3,78,78,823,815,-8
705,DH,1310,LGA,229,1/15/2004,7208,IAD,0,4,15,N683BR,ontime,-2,99,99,944,923,-21
705,DH,1545,LGA,229,1/15/2004,7211,IAD,0,4,15,N671BR,delayed,-2,166,166,1051,1029,-22
705,DH,2133,LGA,229,1/15/2004,7684,IAD,0,4,15,N686BR,delayed,-4,200,200,1025,953,-32
705,DH,858,JFK,228,1/15/2004,7800,IAD,0,4,15,N673BR,ontime,0,312,312,1517,1455,-22
705,DH,1236,JFK,228,1/15/2004,7806,IAD,0,4,15,N333UE,ontime,-2,259,259,1424,1356,-28
705,DH,1502,JFK,228,1/15/2004,7808,IAD,0,4,15,N311UE,ontime,-2,222,222,1247,1231,-16
705,DH,1644,JFK,228,1/15/2004,7810,IAD,0,4,15,N313UE,ontime,-2,221,221,946,940,-6
705,DH,1714,JFK,228,1/15/2004,7812,IAD,0,4,15,N316UE,ontime,-7,100,100,945,913,-32
705,DH,2138,JFK,228,1/15/2004,7814,IAD,0,4,15,N680BR,ontime,-6,199,199,1024,1000,-24
705,DH,1605,JFK,228,1/15/2004,7816,IAD,0,4,15,N328UE,ontime,8,145,145,930,951,21
705,DL,1501,JFK,213,1/15/2004,746,DCA,0,4,15,N963DL,ontime,,55,55,800,,
705,DL,630,LGA,214,1/15/2004,1740,DCA,0,4,15,N223DZ,ontime,0,125,125,910,850,-20
705,DL,729,LGA,214,1/15/2004,1742,DCA,0,4,15,N221DL,delayed,-13,140,140,925,905,-20
705,DL,943,LGA,214,1/15/2004,1746,DCA,0,4,15,N224DA,ontime,-5,85,85,830,812,-18
705,DL,1130,LGA,214,1/15/2004,1750,DCA,0,4,15,N221DL,ontime,-3,111,111,956,948,-8
706,DL,1330,LGA,214,1/15/2004,1754,DCA,0,4,15,N224DA,ontime,-3,92,92,838,832,-6
706,DL,1428,LGA,214,1/15/2004,1756,DCA,0,4,15,N231DN,ontime,107,32,32,738,929,111
708,DL,1530,LGA,214,1/15/2004,1758,DCA,0,4,15,N221DL,ontime,-2,147,147,935,939,4
708,DL,1630,LGA,214,1/15/2004,1760,DCA,0,4,15,N225DL,ontime,-2,62,62,810,818,8
709,DL,1736,LGA,214,1/15/2004,1762,DCA,0,4,15,N224DA,ontime,-4,166,166,955,1024,29
709,DL,1831,LGA,214,1/15/2004,1764,DCA,0,4,15,N241DL,ontime,-6,35,35,744,738,-6
710,DL,1928,LGA,214,1/15/2004,1766,DCA,0,4,15,N221DL,delayed,-3,179,179,1209,1202,-7
710,DL,2029,LGA,214,1/15/2004,1768,DCA,0,4,15,N225DL,delayed,51,430,430,1820,1916,56
710,MQ,1523,JFK,213,1/15/2004,4752,DCA,0,4,15,N727MQ,ontime,-3,350,350,1100,1058,-2
710,MQ,553,JFK,213,1/15/2004,4760,DCA,0,4,15,N728MQ,ontime,-4,90,90,840,836,-4
710,MQ,1834,JFK,213,1/15/2004,4784,DCA,0,4,15,N738MQ,ontime,-1,185,185,1115,1050,-25
710,MQ,800,LGA,214,1/15/2004,4954,DCA,0,4,15,N738MQ,delayed,-1,110,110,900,833,-27
710,MQ,1050,LGA,214,1/15/2004,4960,DCA,0,4,15,N739MQ,ontime,15,160,160,950,947,-3
710,MQ,1341,LGA,214,1/15/2004,4964,DCA,0,4,15,N703MQ,delayed,-1,195,195,1125,1056,-29
710,MQ,1400,LGA,214,1/15/2004,4966,DCA,0,4,15,N715MQ,ontime,-4,65,65,815,800,-15
710,MQ,1519,LGA,214,1/15/2004,4968,DCA,0,4,15,N738MQ,ontime,-1,170,170,1200,1153,-7
710,MQ,1643,LGA,214,1/15/2004,4970,DCA,0,4,15,N838MQ,delayed,33,230,230,1300,1322,22
710,MQ,1758,LGA,214,1/15/2004,4972,DCA,0,4,15,N726MQ,delayed,32,107,107,857,922,25
710,MQ,2012,LGA,214,1/15/2004,4976,DCA,0,4,15,N721MQ,delayed,-1,294,294,1004,1002,-2
710,UA,955,LGA,229,1/15/2004,846,IAD,0,4,15,N555UA,delayed,-5,298,298,1008,951,-17
710,US,627,LGA,214,1/15/2004,1479,DCA,0,4,15,N767UW,delayed,-7,210,210,1240,1237,-3
710,US,815,LGA,214,1/15/2004,2162,DCA,0,4,15,N748UW,ontime,11,140,140,1030,1027,-3
710,US,1019,LGA,214,1/15/2004,2164,DCA,0,4,15,N757UW,delayed,9,125,125,815,814,-1
710,US,1058,LGA,214,1/15/2004,2168,DCA,0,4,15,N700UW,ontime,-4,106,106,856,848,-8
710,US,1158,LGA,214,1/15/2004,2170,DCA,0,4,15,N748UW,ontime,-1,144,144,934,926,-8
710,US,1358,LGA,214,1/15/2004,2174,DCA,0,4,15,N715UW,ontime,-6,313,313,1023,957,-26
710,US,1458,LGA,214,1/15/2004,2176,DCA,0,4,15,N700UW,ontime,-2,101,101,851,833,-18
710,US,1559,LGA,214,1/15/2004,2178,DCA,0,4,15,N748UW,ontime,-2,102,102,852,849,-3
710,US,1701,LGA,214,1/15/2004,2180,DCA,0,4,15,N757UW,ontime,-2,215,215,1045,1026,-19
710,US,1759,LGA,214,1/15/2004,2182,DCA,0,4,15,N715UW,ontime,-4,113,113,903,825,-38
710,US,1858,LGA,214,1/15/2004,2184,DCA,0,4,15,N700UW,delayed,-1,80,80,730,727,-3
710,US,2056,LGA,214,1/15/2004,2188,DCA,0,4,15,N757UW,delayed,-2,244,244,914,928,14
710,RU,1450,EWR,169,1/15/2004,2403,BWI,0,4,15,N12934,ontime,-8,80,80,830,805,-25
710,RU,1027,EWR,169,1/15/2004,2303,BWI,0,4,15,N11551,delayed,-1,83,83,833,823,-10
710,RU,1811,EWR,169,1/15/2004,3372,BWI,0,4,15,N17560,delayed,-3,153,153,943,948,5
710,CO,815,EWR,199,1/15/2004,806,DCA,0,4,15,N23657,delayed,42,175,175,1105,1135,30
711,CO,1951,EWR,199,1/15/2004,816,DCA,0,4,15,N11641,delayed,-3,264,264,935,927,-8
711,CO,1256,EWR,199,1/15/2004,808,DCA,0,4,15,N17614,ontime,-3,78,78,829,827,-2
712,DH,835,EWR,213,1/15/2004,7299,IAD,0,4,15,N675BR,ontime,-7,193,193,825,818,-7
712,DH,1237,EWR,213,1/15/2004,7303,IAD,0,4,15,N677BR,ontime,-3,168,168,1000,1019,19
713,DH,2116,EWR,213,1/15/2004,7304,IAD,0,4,15,N709BR,ontime,15,153,153,1046,1048,2
713,DH,623,EWR,213,1/15/2004,7305,IAD,0,4,15,N332UE,ontime,-5,187,187,1220,1202,-18
713,RU,643,EWR,199,1/15/2004,2761,DCA,0,4,15,N16951,ontime,4,36,36,749,751,2
714,RU,1952,EWR,213,1/15/2004,2385,IAD,0,4,15,N11150,delayed,-3,233,233,1207,1133,-34
715,RU,654,EWR,213,1/15/2004,2855,IAD,0,4,15,N23139,delayed,1,163,163,958,929,-29
715,RU,1345,EWR,213,1/15/2004,2692,IAD,0,4,15,N27512,delayed,0,335,335,950,922,-28
715,RU,1646,EWR,199,1/15/2004,2181,DCA,0,4,15,N15973,ontime,0,292,292,1507,1458,-9
715,RU,1525,EWR,199,1/15/2004,2261,DCA,0,4,15,N14942,ontime,0,112,112,1007,1018,11
715,RU,1504,EWR,213,1/15/2004,2156,IAD,0,4,15,N11127,ontime,-1,139,139,934,907,-27
715,RU,2140,EWR,199,1/15/2004,2879,DCA,0,4,15,N13994,delayed,27,108,108,903,935,32
715,RU,956,EWR,199,1/15/2004,2582,DCA,0,4,15,N15555,delayed,-1,260,260,935,928,-7
715,RU,1359,EWR,199,1/15/2004,2216,DCA,0,4,15,N11551,ontime,2,280,280,855,839,-16
715,OH,1455,JFK,184,1/16/2004,5935,BWI,0,5,16,N924CA,ontime,-5,120,120,815,809,-6
715,DH,1648,JFK,213,1/16/2004,6155,DCA,0,5,16,N423FJ,ontime,1,185,185,1020,1002,-18
715,DH,1545,LGA,229,1/16/2004,7211,IAD,0,5,16,N636BR,delayed,-5,180,180,915,859,-16
715,DH,1952,LGA,229,1/16/2004,7215,IAD,0,5,16,N636BR,delayed,-6,80,80,835,827,-8
715,DH,2117,LGA,229,1/16/2004,7684,IAD,0,5,16,N694BR,ontime,0,165,165,1100,1052,-8
715,DH,640,LGA,229,1/16/2004,7790,IAD,0,5,16,N659BR,ontime,-6,225,225,900,837,-23
715,DH,840,JFK,228,1/16/2004,7800,IAD,0,5,16,N684BR,ontime,-4,150,150,945,922,-23
715,DH,1246,JFK,228,1/16/2004,7806,IAD,0,5,16,N662BR,ontime,-3,205,205,1240,1232,-8
715,DH,1454,JFK,228,1/16/2004,7808,IAD,0,5,16,N307UE,ontime,-7,133,133,828,825,-3
715,DH,1653,JFK,228,1/16/2004,7810,IAD,0,5,16,N311UE,ontime,-3,170,170,1005,1004,-1
715,DH,1709,JFK,228,1/16/2004,7812,IAD,0,5,16,N312UE,ontime,4,199,199,934,931,-3
715,DH,2127,JFK,228,1/16/2004,7814,IAD,0,5,16,N624BR,ontime,32,375,375,1030,1051,21
715,DH,1607,JFK,228,1/16/2004,7816,IAD,0,5,16,N308UE,ontime,-5,315,315,1530,1511,-19
715,DL,1500,JFK,213,1/16/2004,746,DCA,0,5,16,N902DE,delayed,4,105,105,1000,955,-5
715,DL,630,LGA,214,1/16/2004,1740,DCA,0,5,16,N241DL,ontime,-2,175,175,1010,1009,-1
715,DL,739,LGA,214,1/16/2004,1742,DCA,0,5,16,N224DA,ontime,75,204,204,939,1051,72
715,DL,829,LGA,214,1/16/2004,1744,DCA,0,5,16,N225DL,delayed,44,205,205,840,911,31
715,DL,929,LGA,214,1/16/2004,1746,DCA,0,5,16,N221DL,ontime,2,175,175,1210,1210,0
715,DL,1040,LGA,214,1/16/2004,1748,DCA,0,5,16,N232DZ,delayed,-4,150,150,1045,1030,-15
715,DL,1129,LGA,214,1/16/2004,1750,DCA,0,5,16,N224DA,ontime,-3,200,200,1235,1237,2
715,DL,1228,LGA,214,1/16/2004,1752,DCA,0,5,16,N225DL,ontime,-1,160,160,1055,1043,-12
715,DL,1331,LGA,214,1/16/2004,1754,DCA,0,5,16,N221DL,ontime,-5,125,125,920,914,-6
715,DL,1429,LGA,214,1/16/2004,1756,DCA,0,5,16,N232DZ,ontime,-6,174,174,1009,1016,7
715,DL,1532,LGA,214,1/16/2004,1758,DCA,0,5,16,N224DA,ontime,-5,182,182,917,916,-1
715,DL,1630,LGA,214,1/16/2004,1760,DCA,0,5,16,N225DL,ontime,-11,153,153,948,932,-16
715,DL,1728,LGA,214,1/16/2004,1762,DCA,0,5,16,N221DL,ontime,9,245,245,1220,1153,-27
715,DL,1830,LGA,214,1/16/2004,1764,DCA,0,5,16,N232DZ,ontime,-2,123,123,1018,1005,-13
715,DL,1931,LGA,214,1/16/2004,1766,DCA,0,5,16,N224DA,ontime,8,80,80,835,837,2
715,DL,2028,LGA,214,1/16/2004,1768,DCA,0,5,16,N225DL,ontime,54,206,206,1241,1322,41
715,MQ,1522,JFK,213,1/16/2004,4752,DCA,0,5,16,N720MQ,ontime,74,275,275,1350,1501,71
715,MQ,553,JFK,213,1/16/2004,4760,DCA,0,5,16,N710MQ,ontime,-3,87,87,942,927,-15
715,MQ,2019,JFK,213,1/16/2004,4784,DCA,0,5,16,N721MQ,delayed,-3,104,104,859,830,-29
715,MQ,747,LGA,214,1/16/2004,4954,DCA,0,5,16,N805MQ,delayed,-2,189,189,1024,957,-27
715,MQ,856,LGA,214,1/16/2004,4956,DCA,0,5,16,N707MQ,delayed,-3,225,225,1400,1342,-18
715,MQ,1217,LGA,214,1/16/2004,4960,DCA,0,5,16,N737MQ,delayed,-7,135,135,930,921,-9
715,MQ,1315,LGA,214,1/16/2004,4964,DCA,0,5,16,N732MQ,delayed,-2,143,143,1038,1021,-17
715,MQ,1429,LGA,214,1/16/2004,4966,DCA,0,5,16,N736MQ,delayed,164,106,106,901,1114,133
715,MQ,1705,LGA,214,1/16/2004,4970,DCA,0,5,16,N704MQ,delayed,-10,95,95,850,836,-14
715,MQ,1729,LGA,214,1/16/2004,4972,DCA,0,5,16,N727MQ,delayed,-13,137,137,932,920,-12
715,MQ,2006,LGA,214,1/16/2004,4976,DCA,0,5,16,N737MQ,delayed,-3,80,80,835,827,-8
715,UA,955,LGA,229,1/16/2004,846,IAD,0,5,16,N513UA,delayed,40,120,120,915,948,33
715,US,628,LGA,214,1/16/2004,1479,DCA,0,5,16,N724UW,ontime,-3,201,201,836,823,-13
715,US,657,LGA,214,1/16/2004,2160,DCA,0,5,16,N723UW,ontime,0,100,100,755,806,11
715,US,756,LGA,214,1/16/2004,2162,DCA,0,5,16,N745UW,ontime,0,50,50,805,801,-4
715,US,859,LGA,214,1/16/2004,2164,DCA,0,5,16,N748UW,delayed,-1,70,70,825,828,3
715,US,958,LGA,214,1/16/2004,2166,DCA,0,5,16,N716UW,ontime,5,139,139,834,848,14
716,US,1059,LGA,214,1/16/2004,2168,DCA,0,5,16,N723UW,ontime,-3,175,175,1011,945,-26
716,US,1151,LGA,214,1/16/2004,2170,DCA,0,5,16,N745UW,ontime,-8,69,69,825,812,-13
717,US,1258,LGA,214,1/16/2004,2172,DCA,0,5,16,N748UW,ontime,11,163,163,1000,1012,12
717,US,1356,LGA,214,1/16/2004,2174,DCA,0,5,16,N716UW,ontime,-4,301,301,1018,1010,-8
717,US,1457,LGA,214,1/16/2004,2176,DCA,0,5,16,N723UW,ontime,-8,56,56,813,803,-10
718,US,1558,LGA,214,1/16/2004,2178,DCA,0,5,16,N745UW,ontime,-3,103,103,901,901,0
718,US,1658,LGA,214,1/16/2004,2180,DCA,0,5,16,N748UW,ontime,-1,199,199,1037,1010,-27
719,US,1758,LGA,214,1/16/2004,2182,DCA,0,5,16,N716UW,ontime,,84,84,843,,
719,US,1900,LGA,214,1/16/2004,2184,DCA,0,5,16,N723UW,delayed,-6,50,50,809,809,0
719,US,2000,LGA,214,1/16/2004,2186,DCA,0,5,16,N745UW,ontime,16,197,197,936,952,16
719,US,2057,LGA,214,1/16/2004,2188,DCA,0,5,16,N748UW,ontime,82,48,48,807,927,80
720,RU,1849,EWR,169,1/16/2004,3372,BWI,0,5,16,N15973,delayed,-1,176,176,1116,1055,-21
720,RU,1053,EWR,169,1/16/2004,2303,BWI,0,5,16,N13913,delayed,-6,257,257,1337,1324,-13
720,RU,1600,EWR,169,1/16/2004,2403,BWI,0,5,16,N13914,delayed,0,270,270,950,950,0
720,RU,654,EWR,169,1/16/2004,2703,BWI,0,5,16,N13553,ontime,-5,230,230,1310,1251,-19
720,CO,1423,EWR,199,1/16/2004,808,DCA,0,5,16,N14645,delayed,0,245,245,1025,1025,0
720,CO,1912,EWR,199,1/16/2004,814,DCA,0,5,16,N12319,delayed,-4,160,160,1100,1048,-12
720,CO,729,EWR,199,1/16/2004,806,DCA,0,5,16,N16648,ontime,-4,115,115,1015,1009,-6
720,DH,834,EWR,213,1/16/2004,7299,IAD,0,5,16,N694BR,ontime,0,200,200,1040,1015,-25
720,DH,1711,EWR,213,1/16/2004,7302,IAD,0,5,16,N625BR,ontime,1,200,200,1040,1037,-3
720,DH,1249,EWR,213,1/16/2004,7303,IAD,0,5,16,N625BR,ontime,14,90,90,850,857,7
720,DH,2120,EWR,213,1/16/2004,7304,IAD,0,5,16,N695BR,ontime,-3,125,125,925,910,-15
720,DH,700,EWR,213,1/16/2004,7305,IAD,0,5,16,N312UE,delayed,0,254,254,934,907,-27
720,RU,1602,EWR,213,1/16/2004,2156,IAD,0,5,16,N26141,delayed,-4,292,292,1012,1000,-12
720,RU,643,EWR,199,1/16/2004,2761,DCA,0,5,16,N13997,ontime,-6,340,340,1600,1546,-14
720,RU,1622,EWR,199,1/16/2004,2261,DCA,0,5,16,N14950,delayed,39,185,185,1125,1142,17
720,RU,1549,EWR,199,1/16/2004,2216,DCA,0,5,16,N13997,delayed,-5,70,70,830,812,-18
720,RU,1753,EWR,199,1/16/2004,2181,DCA,0,5,16,N16951,delayed,-6,166,166,1006,1007,1
720,RU,1421,EWR,213,1/16/2004,2692,IAD,0,5,16,N16511,delayed,9,164,164,1004,1002,-2
720,RU,859,EWR,199,1/16/2004,2582,DCA,0,5,16,N15572,ontime,-4,176,176,1016,1025,9
720,RU,2045,EWR,213,1/16/2004,2385,IAD,0,5,16,N16510,delayed,9,65,65,825,822,-3
720,RU,657,EWR,213,1/16/2004,2855,IAD,0,5,16,N14972,ontime,0,260,260,1040,1040,0
720,RU,2050,EWR,199,1/16/2004,2879,DCA,0,5,16,N15910,ontime,-3,180,180,1220,1206,-14
720,RU,1827,EWR,213,1/16/2004,2497,IAD,0,5,16,N26549,delayed,10,165,165,905,854,-11
720,OH,1455,JFK,184,1/17/2004,5935,BWI,0,6,17,N435CA,ontime,8,129,129,929,955,26
720,DH,1637,JFK,213,1/17/2004,6155,DCA,0,6,17,N409FJ,ontime,-8,373,373,1133,1115,-18
720,DH,1244,LGA,229,1/17/2004,7208,IAD,0,6,17,N627BR,ontime,19,329,329,1049,1118,29
720,DH,1714,LGA,229,1/17/2004,7215,IAD,0,6,17,N675BR,ontime,-5,202,202,1042,1019,-23
720,DH,2230,LGA,229,1/17/2004,7684,IAD,0,6,17,N686BR,delayed,-3,172,172,1012,947,-25
720,DH,853,JFK,228,1/17/2004,7800,IAD,0,6,17,N694BR,ontime,-3,131,131,1031,1007,-24
720,DH,1236,JFK,228,1/17/2004,7806,IAD,0,6,17,N660BR,ontime,-1,260,260,940,934,-6
720,DH,1641,JFK,228,1/17/2004,7810,IAD,0,6,17,N311UE,ontime,-1,141,141,941,915,-26
720,DH,1720,JFK,228,1/17/2004,7812,IAD,0,6,17,N313UE,delayed,-6,113,113,1013,949,-24
720,DH,2136,JFK,228,1/17/2004,7814,IAD,0,6,17,N706BR,delayed,-7,117,117,1017,954,-23
720,DH,1808,JFK,228,1/17/2004,7818,IAD,0,6,17,N324UE,delayed,8,140,140,840,828,-12
720,DL,1509,JFK,213,1/17/2004,746,DCA,0,6,17,N909DL,delayed,-10,167,167,1107,1037,-30
720,DL,727,LGA,214,1/17/2004,1742,DCA,0,6,17,N232DZ,ontime,-2,154,154,1054,1041,-13
720,DL,828,LGA,214,1/17/2004,1744,DCA,0,6,17,N221DL,ontime,3,68,68,828,,
720,DL,1028,LGA,214,1/17/2004,1748,DCA,0,6,17,N223DZ,ontime,3,75,75,835,,
720,DL,1430,LGA,214,1/17/2004,1756,DCA,0,6,17,N223DZ,ontime,-9,120,120,920,855,-25
720,DL,1708,LGA,214,1/17/2004,1760,DCA,0,6,17,N232DZ,delayed,-9,175,175,1015,1010,-5
720,DL,1829,LGA,214,1/17/2004,1764,DCA,0,6,17,N223DZ,ontime,3,128,128,1028,,
720,DL,2026,LGA,214,1/17/2004,1768,DCA,0,6,17,N224DA,ontime,12,130,130,1030,1034,4
720,MQ,1529,JFK,213,1/17/2004,4752,DCA,0,6,17,N716MQ,ontime,-1,140,140,840,856,16
721,MQ,554,JFK,213,1/17/2004,4760,DCA,0,6,17,N729MQ,ontime,26,45,45,806,827,21
721,MQ,1827,JFK,213,1/17/2004,4784,DCA,0,6,17,N721MQ,ontime,-7,109,109,810,802,-8
721,MQ,855,LGA,214,1/17/2004,4956,DCA,0,6,17,N805MQ,ontime,-8,114,114,915,900,-15
721,MQ,1247,LGA,214,1/17/2004,4964,DCA,0,6,17,N727MQ,ontime,-9,50,50,811,805,-6
723,UA,849,LGA,229,1/17/2004,846,IAD,0,6,17,N507UA,ontime,-7,116,116,1019,1006,-13
723,US,654,LGA,214,1/17/2004,2160,DCA,0,6,17,N736UW,ontime,-4,67,67,830,838,8
724,US,859,LGA,214,1/17/2004,2164,DCA,0,6,17,N748UW,ontime,12,232,232,1016,1020,4
725,US,1100,LGA,214,1/17/2004,2168,DCA,0,6,17,N736UW,ontime,3,310,310,1435,1422,-13
725,US,1259,LGA,214,1/17/2004,2172,DCA,0,6,17,N748UW,ontime,-1,103,103,908,859,-9
725,US,1456,LGA,214,1/17/2004,2176,DCA,0,6,17,N736UW,ontime,40,248,248,1333,1338,5
725,US,1658,LGA,214,1/17/2004,2180,DCA,0,6,17,N748UW,ontime,13,174,174,1119,1116,-3
725,US,1854,LGA,214,1/17/2004,2184,DCA,0,6,17,N736UW,ontime,-4,119,119,1024,1013,-11
725,RU,1717,EWR,169,1/17/2004,3372,BWI,0,6,17,N15926,ontime,5,280,280,1005,1001,-4
725,RU,1445,EWR,169,1/17/2004,2229,BWI,0,6,17,N14933,ontime,-7,165,165,1210,1155,-15
725,RU,1028,EWR,169,1/17/2004,2303,BWI,0,6,17,N14942,ontime,-3,115,115,920,909,-11
725,RU,658,EWR,169,1/17/2004,2703,BWI,0,6,17,N14991,ontime,-4,140,140,845,839,-6
725,CO,1258,EWR,199,1/17/2004,808,DCA,0,6,17,N37615,ontime,0,170,170,1015,959,-16
725,DH,835,EWR,213,1/17/2004,7299,IAD,0,6,17,N696BR,ontime,-1,125,125,930,922,-8
725,DH,1700,EWR,213,1/17/2004,7302,IAD,0,6,17,N652BR,ontime,-4,135,135,940,928,-12
725,DH,1240,EWR,213,1/17/2004,7303,IAD,0,6,17,N652BR,ontime,2,189,189,1034,1005,-29
725,DH,2119,EWR,213,1/17/2004,7304,IAD,0,6,17,N652BR,delayed,0,274,274,959,955,-4
725,RU,658,EWR,213,1/17/2004,2855,IAD,0,6,17,N29906,ontime,-5,277,277,1002,1014,12
725,RU,1601,EWR,199,1/17/2004,2361,DCA,0,6,17,N16987,ontime,0,255,255,1340,1338,-2
725,RU,1727,EWR,199,1/17/2004,2097,DCA,0,6,17,N14562,ontime,14,110,110,1015,1032,17
725,RU,1351,EWR,199,1/17/2004,2216,DCA,0,6,17,N14950,ontime,11,165,165,1210,1232,22
725,RU,1457,EWR,213,1/17/2004,2156,IAD,0,6,17,N24103,ontime,-8,330,330,955,948,-7
725,RU,924,EWR,199,1/17/2004,2582,DCA,0,6,17,N26549,ontime,2,70,70,835,835,0
725,RU,1655,EWR,213,1/17/2004,2497,IAD,0,6,17,N21144,ontime,-1,135,135,940,950,10
725,RU,641,EWR,199,1/17/2004,2761,DCA,0,6,17,N21537,ontime,-1,124,124,929,904,-25
725,OH,1455,JFK,184,1/18/2004,5935,BWI,0,7,18,N712CA,ontime,-2,141,141,946,1000,14
725,DH,1659,JFK,213,1/18/2004,6155,DCA,0,7,18,N404FJ,delayed,0,166,166,1111,1117,6
725,DH,1302,LGA,229,1/18/2004,7208,IAD,0,7,18,N675BR,ontime,6,202,202,1047,1034,-13
725,DH,1526,LGA,229,1/18/2004,7211,IAD,0,7,18,N661BR,delayed,5,231,231,1016,1025,9
725,DH,1802,LGA,229,1/18/2004,7215,IAD,0,7,18,N647BR,delayed,-3,121,121,1026,1002,-24
725,DH,2110,LGA,229,1/18/2004,7684,IAD,0,7,18,N632BR,ontime,-2,135,135,940,939,-1
725,DH,833,JFK,228,1/18/2004,7800,IAD,0,7,18,N686BR,ontime,29,150,150,1055,1157,62
725,DH,1249,JFK,228,1/18/2004,7806,IAD,0,7,18,N663BR,ontime,3,80,80,845,,
725,DH,1539,JFK,228,1/18/2004,7808,IAD,0,7,18,N308UE,delayed,-1,110,110,915,902,-13
725,DH,1646,JFK,228,1/18/2004,7810,IAD,0,7,18,N315UE,ontime,-2,150,150,955,946,-9
725,DH,1709,JFK,228,1/18/2004,7812,IAD,0,7,18,N333UE,delayed,-4,75,75,840,813,-27
725,DH,2111,JFK,228,1/18/2004,7814,IAD,0,7,18,N678BR,ontime,3,85,85,850,,
725,DH,1706,JFK,228,1/18/2004,7816,IAD,0,7,18,N332UE,delayed,-7,73,73,838,820,-18
725,DL,1555,JFK,213,1/18/2004,746,DCA,0,7,18,N928DL,delayed,4,185,185,930,926,-4
725,DL,830,LGA,214,1/18/2004,1744,DCA,0,7,18,N223DZ,ontime,-6,277,277,1002,950,-12
725,DL,1029,LGA,214,1/18/2004,1748,DCA,0,7,18,N242DL,ontime,15,125,125,830,853,23
725,DL,1230,LGA,214,1/18/2004,1752,DCA,0,7,18,N223DZ,delayed,-2,47,47,812,828,16
725,DL,1430,LGA,214,1/18/2004,1756,DCA,0,7,18,N242DL,ontime,-5,176,176,1121,1117,-4
725,DL,1632,LGA,214,1/18/2004,1760,DCA,0,7,18,N223DZ,ontime,-12,120,120,925,940,15
726,DL,1843,LGA,214,1/18/2004,1764,DCA,0,7,18,N242DL,delayed,0,147,147,953,943,-10
726,DL,2029,LGA,214,1/18/2004,1768,DCA,0,7,18,N223DZ,ontime,6,37,37,803,814,11
